window,N,dim,position_frac,trials,accuracy,std,experiment
0,4096,16,0.1,6,0.3333333333333333,0.5163977794943223,hybrid_window
0,4096,16,0.9,6,0.3333333333333333,0.5163977794943223,hybrid_window
32,4096,16,0.1,6,0.3333333333333333,0.5163977794943223,hybrid_window
32,4096,16,0.9,6,0.3333333333333333,0.5163977794943223,hybrid_window
128,4096,16,0.1,6,0.3333333333333333,0.5163977794943223,hybrid_window
128,4096,16,0.9,6,0.3333333333333333,0.5163977794943223,hybrid_window
512,4096,16,0.1,6,0.3333333333333333,0.5163977794943223,hybrid_window
512,4096,16,0.9,6,1.0,0.0,hybrid_window
