m,dim,trial,seed,linear,softmax,state_norm
64,64,24,66,0.015625,1.0,89.87549238938867
128,64,0,42,0.0078125,0.625,163.79628853286096
128,64,1,43,0.0078125,0.6953125,164.23137765953757
128,64,2,44,0.0078125,0.6953125,167.80116478739484
128,64,3,45,0.0078125,0.6875,166.1006522695889
128,64,4,46,0.0078125,0.6640625,164.8401082227783
128,64,5,47,0.0078125,0.703125,164.02260943963725
128,64,6,48,0.0078125,0.7421875,163.70985662618907
128,64,7,49,0.0078125,0.6484375,162.69372573589877
128,64,8,50,0.0078125,0.6640625,164.90537520763468
128,64,9,51,0.0078125,0.671875,168.7326547287632
128,64,10,52,0.0078125,0.734375,166.36218245409304
128,64,11,53,0.0078125,0.6796875,165.07828257215664
128,64,12,54,0.0078125,0.6953125,163.64371172781685
128,64,13,55,0.0078125,0.671875,167.42143425585695
128,64,14,56,0.0078125,0.7265625,167.08104213067176
128,64,15,57,0.0078125,0.7265625,167.68118099979347
128,64,16,58,0.0078125,0.6640625,165.04658803740722
128,64,17,59,0.0078125,0.6796875,166.937300193052
128,64,18,60,0.0078125,0.6875,164.8594778246726
128,64,19,61,0.0078125,0.6640625,166.50144952793372
128,64,20,62,0.0078125,0.65625,162.80880688257673
128,64,21,63,0.0078125,0.703125,164.75045267855268
128,64,22,64,0.0078125,0.6796875,166.07192016278037
128,64,23,65,0.0078125,0.65625,165.0865089915713
128,64,24,66,0.0078125,0.671875,166.46064533219942
