timestep,precision,update_magnitude,state_magnitude,effective_change,relative_change,ineffective,ineffective_cumulative,dim,seed
34,float16,5.820766091346741e-11,4.6884765625,0.0,0.0,True,24,8,42
35,float16,2.9103830456733704e-11,4.6884765625,0.0,0.0,True,25,8,42
36,float16,1.4551915228366852e-11,4.6884765625,0.0,0.0,True,26,8,42
37,float16,7.275957614183426e-12,4.6884765625,0.0,0.0,True,27,8,42
38,float16,3.637978807091713e-12,4.6884765625,0.0,0.0,True,28,8,42
39,float16,1.8189894035458565e-12,4.6884765625,0.0,0.0,True,29,8,42
40,float16,9.094947017729282e-13,4.6884765625,0.0,0.0,True,30,8,42
41,float16,4.547473508864641e-13,4.6884765625,0.0,0.0,True,31,8,42
42,float16,2.2737367544323206e-13,4.6884765625,0.0,0.0,True,32,8,42
43,float16,1.1368683772161603e-13,4.6884765625,0.0,0.0,True,33,8,42
44,float16,5.684341886080802e-14,4.6884765625,0.0,0.0,True,34,8,42
45,float16,2.842170943040401e-14,4.6884765625,0.0,0.0,True,35,8,42
46,float16,1.4210854715202004e-14,4.6884765625,0.0,0.0,True,36,8,42
47,float16,7.105427357601002e-15,4.6884765625,0.0,0.0,True,37,8,42
48,float16,3.552713678800501e-15,4.6884765625,0.0,0.0,True,38,8,42
49,float16,1.7763568394002505e-15,4.6884765625,0.0,0.0,True,39,8,42
50,float16,8.881784197001252e-16,4.6884765625,0.0,0.0,True,40,8,42
51,float16,4.440892098500626e-16,4.6884765625,0.0,0.0,True,41,8,42
52,float16,2.220446049250313e-16,4.6884765625,0.0,0.0,True,42,8,42
53,float16,1.1102230246251565e-16,4.6884765625,0.0,0.0,True,43,8,42
54,float16,5.551115123125783e-17,4.6884765625,0.0,0.0,True,44,8,42
55,float16,2.7755575615628914e-17,4.6884765625,0.0,0.0,True,45,8,42
56,float16,1.3877787807814457e-17,4.6884765625,0.0,0.0,True,46,8,42
57,float16,6.938893903907228e-18,4.6884765625,0.0,0.0,True,47,8,42
58,float16,3.469446951953614e-18,4.6884765625,0.0,0.0,True,48,8,42
59,float16,1.734723475976807e-18,4.6884765625,0.0,0.0,True,49,8,42
0,float64,1.0,2.1738195626501375,2.1738195626501375,2.1738195626501374e+300,False,0,8,43
1,float64,0.5,3.260729343975206,1.0869097813250685,0.4999999999999999,False,0,8,43
2,float64,0.25,3.8041842346377406,0.5434548906625343,0.1666666666666667,False,0,8,43
3,float64,0.125,4.075911679969008,0.27172744533126725,0.07142857142857144,False,0,8,43
4,float64,0.0625,4.2117754026346415,0.1358637226656335,0.03333333333333334,False,0,8,43
5,float64,0.03125,4.279707263967458,0.06793186133281688,0.016129032258064415,False,0,8,43
6,float64,0.015625,4.313673194633867,0.03396593066640826,0.007936507936508094,False,0,8,43
7,float64,0.0078125,4.33065615996707,0.016982965333204394,0.003937007874015517,False,0,8,43
8,float64,0.00390625,4.339147642633673,0.008491482666602072,0.001960784313725683,False,0,8,43
9,float64,0.001953125,4.343393383966974,0.004245741333301009,0.0009784735812131988,False,0,8,43
10,float64,0.0009765625,4.345516254633624,0.0021228706666505046,0.0004887585532747303,False,0,8,43
11,float64,0.00048828125,4.346577689966949,0.0010614353333252245,0.0002442598925255691,False,0,8,43
12,float64,0.000244140625,4.347108407633613,0.0005307176666626539,0.00012210012210028736,False,0,8,43
13,float64,0.0001220703125,4.347373766466944,0.0002653588333313677,6.104260774028528e-05,False,0,8,43
14,float64,6.103515625e-05,4.34750644588361,0.0001326794166655737,3.051944088388431e-05,False,0,8,43
15,float64,3.0517578125e-05,4.347572785591941,6.63397083328146e-05,1.5259254737610655e-05,False,0,8,43
16,float64,1.52587890625e-05,4.347605955446108,3.316985416642118e-05,7.629510948358538e-06,False,0,8,43
17,float64,7.62939453125e-06,4.347622540373192,1.658492708315508e-05,3.814726369886958e-06,False,0,8,43
18,float64,3.814697265625e-06,4.3476308328367335,8.292463541729328e-06,1.9073559088004515e-06,False,0,8,43
19,float64,1.9073486328125e-06,4.347634979068504,4.146231770725886e-06,9.536761352982687e-07,False,0,8,43
20,float64,9.5367431640625e-07,4.34763705218439,2.0731158854054438e-06,4.768376131047725e-07,False,0,8,43
21,float64,4.76837158203125e-07,4.3476380887423325,1.0365579425908322e-06,2.3841869276324085e-07,False,0,8,43
22,float64,2.384185791015625e-07,4.347638607021303,5.182789714619496e-07,1.1920931785774575e-07,False,0,8,43
23,float64,1.1920928955078125e-07,4.347638866160789,2.591394857309748e-07,5.960465192558791e-08,False,0,8,43
24,float64,5.960464477539063e-08,4.347638995730532,1.2956974279609845e-07,2.980232408429188e-08,False,0,8,43
25,float64,2.9802322387695312e-08,4.347639060515403,6.478487127314914e-08,1.4901161700201606e-08,False,0,8,43
26,float64,1.4901161193847656e-08,4.347639092907839,3.239243573371908e-08,7.450580636933582e-09,False,0,8,43
27,float64,7.450580596923828e-09,4.347639109104057,1.6196217977881844e-08,3.7252904950010384e-09,False,0,8,43
28,float64,3.725290298461914e-09,4.347639117202166,8.098108975063134e-09,1.8626451384167135e-09,False,0,8,43
29,float64,1.862645149230957e-09,4.34763912125122,4.049054445898204e-09,9.313223631838117e-10,False,0,8,43
30,float64,9.313225746154785e-10,4.347639123275748,2.024527125804587e-09,4.656614875929573e-10,False,0,8,43
31,float64,4.656612873077393e-10,4.347639124288011,1.0122636600468082e-09,2.32830539398237e-10,False,0,8,43
32,float64,2.3283064365386963e-10,4.347639124794144,5.061318725241293e-10,1.1641557610674539e-10,False,0,8,43
33,float64,1.1641532182693481e-10,4.347639125047209,2.5306575585082314e-10,5.820748161186452e-11,False,0,8,43
34,float64,5.820766091346741e-11,4.3476391251737425,1.2653301670328965e-10,2.910394509405945e-11,False,0,8,43
35,float64,2.9103830456733704e-11,4.347639125237008,6.326661937394729e-11,1.4551768256784964e-11,False,0,8,43
36,float64,1.4551915228366852e-11,4.347639125268642,3.163321167509725e-11,7.275986273197225e-12,False,0,8,43
37,float64,7.275957614183426e-12,4.347639125284458,1.5816578949334748e-11,3.637993136572142e-12,False,0,8,43
38,float64,3.637978807091713e-12,4.347639125292366,7.90826085173002e-12,1.8187922784582182e-12,False,0,8,43
39,float64,1.8189894035458565e-12,4.347639125296321,3.95413042586501e-12,9.097025739593076e-13,False,0,8,43
40,float64,9.094947017729282e-13,4.347639125298298,1.9771077136576665e-12,4.547491420686226e-13,False,0,8,43
41,float64,4.547473508864641e-13,4.3476391252992865,9.88566867254903e-13,2.273745710342079e-13,False,0,8,43
42,float64,2.2737367544323206e-13,4.34763912529978,4.941862891127968e-13,1.1358514060646078e-13,False,0,8,43
43,float64,1.1368683772161603e-13,4.347639125300027,2.4712176749375203e-13,5.679257030322394e-14,False,0,8,43
44,float64,5.684341886080802e-14,4.347639125300152,1.2368578383714635e-13,2.860057497284496e-14,False,0,8,43
45,float64,2.842170943040401e-14,4.347639125300214,6.17735029795341e-14,1.4300287486422074e-14,False,0,8,43
46,float64,1.4210854715202004e-14,4.347639125300244,3.078960697511235e-14,6.945853921976336e-15,False,0,8,43
47,float64,7.105427357601002e-15,4.34763912530026,1.553271400389633e-14,3.677216782222741e-15,False,0,8,43
48,float64,3.552713678800501e-15,4.347639125300267,7.572067972638763e-15,1.6343185698767677e-15,False,0,8,43
49,float64,1.7763568394002505e-15,4.347639125300271,3.814656923672999e-15,8.1715928493838245e-16,False,0,8,43
50,float64,8.881784197001252e-16,4.347639125300272,1.9480944635219544e-15,4.0857964246919093e-16,False,0,8,43
51,float64,4.440892098500626e-16,4.347639125300274,1.0859368959614812e-15,4.0857964246919073e-16,False,0,8,43
52,float64,2.220446049250313e-16,4.347639125300274,6.678685382510707e-16,0.0,False,0,8,43
53,float64,1.1102230246251565e-16,4.347639125300274,0.0,0.0,True,1,8,43
54,float64,5.551115123125783e-17,4.347639125300274,0.0,0.0,True,2,8,43
55,float64,2.7755575615628914e-17,4.347639125300274,0.0,0.0,True,3,8,43
56,float64,1.3877787807814457e-17,4.347639125300274,0.0,0.0,True,4,8,43
57,float64,6.938893903907228e-18,4.347639125300274,0.0,0.0,True,5,8,43
58,float64,3.469446951953614e-18,4.347639125300274,0.0,0.0,True,6,8,43
59,float64,1.734723475976807e-18,4.347639125300274,0.0,0.0,True,7,8,43
0,float32,1.0,2.173819575458765,2.173819575458765,2.173819575458765e+300,False,0,8,43
1,float32,0.5,3.2607293967157602,1.0869098212569952,0.5000000154233649,False,0,8,43
2,float32,0.25,3.8041842812672257,0.5434548845514655,0.1666666620967808,False,0,8,43
3,float32,0.125,4.0759117603302,0.27172747906297445,0.0714285794200428,False,0,8,43
4,float32,0.0625,4.211775433272123,0.13586367294192314,0.033333320476721134,False,0,8,43
5,float32,0.03125,4.27970732934773,0.06793189607560635,0.016129040389703336,False,0,8,43
6,float32,0.015625,4.313673336990178,0.03396600764244795,0.007936525801549311,False,0,8,43
7,float32,0.0078125,4.330656288191676,0.01698295120149851,0.003937004468063915,False,0,8,43
8,float32,0.00390625,4.3391477493569255,0.008491461165249348,0.0019607792907515805,False,0,8,43
9,float32,0.001953125,4.343393464572728,0.004245715215802193,0.0009784675381084732,False,0,8,43
10,float32,0.0009765625,4.345516322180629,0.0021228576079010963,0.0004887555376265982,False,0,8,43
11,float32,0.00048828125,4.346577773801982,0.0010614516213536263,0.00024426363696661437,False,0,8,43
12,float32,0.000244140625,4.3471085065975785,0.0005307327955961227,0.00012210360039914504,False,0,8,43
13,float32,0.0001220703125,4.347373820841312,0.0002653142437338829,6.103234905022895e-05,False,0,8,43
14,float32,6.103515625e-05,4.347506493330002,0.0001326724886894226,3.0517846901821654e-05,False,0,8,43
15,float32,3.0517578125e-05,4.347572896629572,6.640329957008362e-05,1.527388163122019e-05,False,0,8,43
16,float32,1.52587890625e-05,4.347606061026454,3.316439688205719e-05,7.628255504989388e-06,False,0,8,43
17,float32,7.62939453125e-06,4.347622591070831,1.6530044376850128e-05,3.802102615743305e-06,False,0,8,43
18,float32,3.814697265625e-06,4.347630930133164,8.339062333106995e-06,1.918074110258283e-06,False,0,8,43
19,float32,1.9073486328125e-06,4.347634995356202,4.065223038196564e-06,9.350432692022572e-07,False,0,8,43
20,float32,9.5367431640625e-07,4.347637043334544,2.0479783415794373e-06,4.710557219653731e-07,False,0,8,43
21,float32,4.76837158203125e-07,4.347638089209795,1.0458752512931824e-06,2.405617674310316e-07,False,0,8,43
22,float32,2.384185791015625e-07,4.347638672217727,5.830079317092896e-07,1.3409762260484155e-07,False,0,8,43
23,float32,1.1920928955078125e-07,4.347639030776918,3.5855919122695923e-07,8.247216897720216e-08,False,0,8,43
24,float32,5.960464477539063e-08,4.347639030776918,0.0,0.0,True,1,8,43
25,float32,2.9802322387695312e-08,4.347639030776918,0.0,0.0,True,2,8,43
26,float32,1.4901161193847656e-08,4.347639030776918,0.0,0.0,True,3,8,43
27,float32,7.450580596923828e-09,4.347639030776918,0.0,0.0,True,4,8,43
28,float32,3.725290298461914e-09,4.347639030776918,0.0,0.0,True,5,8,43
29,float32,1.862645149230957e-09,4.347639030776918,0.0,0.0,True,6,8,43
30,float32,9.313225746154785e-10,4.347639030776918,0.0,0.0,True,7,8,43
31,float32,4.656612873077393e-10,4.347639030776918,0.0,0.0,True,8,8,43
32,float32,2.3283064365386963e-10,4.347639030776918,0.0,0.0,True,9,8,43
33,float32,1.1641532182693481e-10,4.347639030776918,0.0,0.0,True,10,8,43
34,float32,5.820766091346741e-11,4.347639030776918,0.0,0.0,True,11,8,43
35,float32,2.9103830456733704e-11,4.347639030776918,0.0,0.0,True,12,8,43
36,float32,1.4551915228366852e-11,4.347639030776918,0.0,0.0,True,13,8,43
37,float32,7.275957614183426e-12,4.347639030776918,0.0,0.0,True,14,8,43
38,float32,3.637978807091713e-12,4.347639030776918,0.0,0.0,True,15,8,43
39,float32,1.8189894035458565e-12,4.347639030776918,0.0,0.0,True,16,8,43
40,float32,9.094947017729282e-13,4.347639030776918,0.0,0.0,True,17,8,43
41,float32,4.547473508864641e-13,4.347639030776918,0.0,0.0,True,18,8,43
42,float32,2.2737367544323206e-13,4.347639030776918,0.0,0.0,True,19,8,43
43,float32,1.1368683772161603e-13,4.347639030776918,0.0,0.0,True,20,8,43
44,float32,5.684341886080802e-14,4.347639030776918,0.0,0.0,True,21,8,43
45,float32,2.842170943040401e-14,4.347639030776918,0.0,0.0,True,22,8,43
46,float32,1.4210854715202004e-14,4.347639030776918,0.0,0.0,True,23,8,43
47,float32,7.105427357601002e-15,4.347639030776918,0.0,0.0,True,24,8,43
48,float32,3.552713678800501e-15,4.347639030776918,0.0,0.0,True,25,8,43
49,float32,1.7763568394002505e-15,4.347639030776918,0.0,0.0,True,26,8,43
50,float32,8.881784197001252e-16,4.347639030776918,0.0,0.0,True,27,8,43
51,float32,4.440892098500626e-16,4.347639030776918,0.0,0.0,True,28,8,43
52,float32,2.220446049250313e-16,4.347639030776918,0.0,0.0,True,29,8,43
53,float32,1.1102230246251565e-16,4.347639030776918,0.0,0.0,True,30,8,43
54,float32,5.551115123125783e-17,4.347639030776918,0.0,0.0,True,31,8,43
55,float32,2.7755575615628914e-17,4.347639030776918,0.0,0.0,True,32,8,43
56,float32,1.3877787807814457e-17,4.347639030776918,0.0,0.0,True,33,8,43
57,float32,6.938893903907228e-18,4.347639030776918,0.0,0.0,True,34,8,43
58,float32,3.469446951953614e-18,4.347639030776918,0.0,0.0,True,35,8,43
59,float32,1.734723475976807e-18,4.347639030776918,0.0,0.0,True,36,8,43
0,float16,1.0,2.1738815307617188,2.1738815307617188,2.1738815307617187e+300,False,0,8,43
1,float16,0.5,3.2606658935546875,1.0867843627929688,0.49992805376664856,False,0,8,43
