timestep,precision,update_magnitude,state_magnitude,effective_change,relative_change,ineffective,ineffective_cumulative,dim,seed
2,float16,0.25,3.8043975830078125,0.543731689453125,0.16675480015536454,False,0,8,43
3,float16,0.125,4.076324462890625,0.2719268798828125,0.07147698786724155,False,0,8,43
4,float16,0.0625,4.211494445800781,0.13516998291015625,0.03315977031286263,False,0,8,43
5,float16,0.03125,4.279808044433594,0.0683135986328125,0.016220750024003232,False,0,8,43
6,float16,0.015625,4.3131103515625,0.03330230712890625,0.007781261865755852,False,0,8,43
7,float16,0.0078125,4.329887390136719,0.01677703857421875,0.003889777262049642,False,0,8,43
8,float16,0.00390625,4.3384552001953125,0.00856781005859375,0.0019787604818801573,False,0,8,43
9,float16,0.001953125,4.343231201171875,0.0047760009765625,0.0011008528972126968,False,0,8,43
10,float16,0.0009765625,4.346168518066406,0.00293731689453125,0.00067629761310858,False,0,8,43
11,float16,0.00048828125,4.346168518066406,0.0,0.0,True,1,8,43
12,float16,0.000244140625,4.346168518066406,0.0,0.0,True,2,8,43
13,float16,0.0001220703125,4.346168518066406,0.0,0.0,True,3,8,43
14,float16,6.103515625e-05,4.346168518066406,0.0,0.0,True,4,8,43
15,float16,3.0517578125e-05,4.346168518066406,0.0,0.0,True,5,8,43
16,float16,1.52587890625e-05,4.346168518066406,0.0,0.0,True,6,8,43
17,float16,7.62939453125e-06,4.346168518066406,0.0,0.0,True,7,8,43
18,float16,3.814697265625e-06,4.346168518066406,0.0,0.0,True,8,8,43
19,float16,1.9073486328125e-06,4.346168518066406,0.0,0.0,True,9,8,43
20,float16,9.5367431640625e-07,4.346168518066406,0.0,0.0,True,10,8,43
21,float16,4.76837158203125e-07,4.346168518066406,0.0,0.0,True,11,8,43
22,float16,2.384185791015625e-07,4.346168518066406,0.0,0.0,True,12,8,43
23,float16,1.1920928955078125e-07,4.346168518066406,0.0,0.0,True,13,8,43
24,float16,5.960464477539063e-08,4.346168518066406,0.0,0.0,True,14,8,43
25,float16,2.9802322387695312e-08,4.346168518066406,0.0,0.0,True,15,8,43
26,float16,1.4901161193847656e-08,4.346168518066406,0.0,0.0,True,16,8,43
27,float16,7.450580596923828e-09,4.346168518066406,0.0,0.0,True,17,8,43
28,float16,3.725290298461914e-09,4.346168518066406,0.0,0.0,True,18,8,43
29,float16,1.862645149230957e-09,4.346168518066406,0.0,0.0,True,19,8,43
30,float16,9.313225746154785e-10,4.346168518066406,0.0,0.0,True,20,8,43
31,float16,4.656612873077393e-10,4.346168518066406,0.0,0.0,True,21,8,43
32,float16,2.3283064365386963e-10,4.346168518066406,0.0,0.0,True,22,8,43
33,float16,1.1641532182693481e-10,4.346168518066406,0.0,0.0,True,23,8,43
34,float16,5.820766091346741e-11,4.346168518066406,0.0,0.0,True,24,8,43
35,float16,2.9103830456733704e-11,4.346168518066406,0.0,0.0,True,25,8,43
36,float16,1.4551915228366852e-11,4.346168518066406,0.0,0.0,True,26,8,43
37,float16,7.275957614183426e-12,4.346168518066406,0.0,0.0,True,27,8,43
38,float16,3.637978807091713e-12,4.346168518066406,0.0,0.0,True,28,8,43
39,float16,1.8189894035458565e-12,4.346168518066406,0.0,0.0,True,29,8,43
40,float16,9.094947017729282e-13,4.346168518066406,0.0,0.0,True,30,8,43
41,float16,4.547473508864641e-13,4.346168518066406,0.0,0.0,True,31,8,43
42,float16,2.2737367544323206e-13,4.346168518066406,0.0,0.0,True,32,8,43
43,float16,1.1368683772161603e-13,4.346168518066406,0.0,0.0,True,33,8,43
44,float16,5.684341886080802e-14,4.346168518066406,0.0,0.0,True,34,8,43
45,float16,2.842170943040401e-14,4.346168518066406,0.0,0.0,True,35,8,43
46,float16,1.4210854715202004e-14,4.346168518066406,0.0,0.0,True,36,8,43
47,float16,7.105427357601002e-15,4.346168518066406,0.0,0.0,True,37,8,43
48,float16,3.552713678800501e-15,4.346168518066406,0.0,0.0,True,38,8,43
49,float16,1.7763568394002505e-15,4.346168518066406,0.0,0.0,True,39,8,43
50,float16,8.881784197001252e-16,4.346168518066406,0.0,0.0,True,40,8,43
51,float16,4.440892098500626e-16,4.346168518066406,0.0,0.0,True,41,8,43
52,float16,2.220446049250313e-16,4.346168518066406,0.0,0.0,True,42,8,43
53,float16,1.1102230246251565e-16,4.346168518066406,0.0,0.0,True,43,8,43
54,float16,5.551115123125783e-17,4.346168518066406,0.0,0.0,True,44,8,43
55,float16,2.7755575615628914e-17,4.346168518066406,0.0,0.0,True,45,8,43
56,float16,1.3877787807814457e-17,4.346168518066406,0.0,0.0,True,46,8,43
57,float16,6.938893903907228e-18,4.346168518066406,0.0,0.0,True,47,8,43
58,float16,3.469446951953614e-18,4.346168518066406,0.0,0.0,True,48,8,43
59,float16,1.734723475976807e-18,4.346168518066406,0.0,0.0,True,49,8,43
0,float64,1.0,2.435531766279624,2.435531766279624,2.435531766279624e+300,False,0,8,44
1,float64,0.5,3.653297649419436,1.217765883139812,0.5,False,0,8,44
2,float64,0.25,4.262180590989342,0.608882941569906,0.16666666666666666,False,0,8,44
3,float64,0.125,4.566622061774295,0.3044414707849529,0.07142857142857142,False,0,8,44
4,float64,0.0625,4.71884279716677,0.15222073539247644,0.03333333333333314,False,0,8,44
5,float64,0.03125,4.79495316486301,0.07611036769623822,0.0161290322580648,False,0,8,44
6,float64,0.015625,4.833008348711129,0.038055183848119276,0.00793650793650789,False,0,8,44
7,float64,0.0078125,4.852035940635188,0.01902759192405956,0.0039370078740157246,False,0,8,44
8,float64,0.00390625,4.861549736597218,0.009513795962029864,0.001960784313725479,False,0,8,44
9,float64,0.001953125,4.866306634578233,0.004756897981015015,0.0009784735812133928,False,0,8,44
10,float64,0.0009765625,4.8686850835687405,0.002378448990507334,0.0004887585532746337,False,0,8,44
11,float64,0.00048828125,4.869874308063994,0.0011892244952537018,0.00024425989252562305,False,0,8,44
12,float64,0.000244140625,4.870468920311621,0.0005946122476268162,0.00012210012210020117,False,0,8,44
13,float64,0.0001220703125,4.8707662264354346,0.00029730612381347055,6.104260774015101e-05,False,0,8,44
14,float64,6.103515625e-05,4.870914879497342,0.0001486530619068116,3.051944088390836e-05,False,0,8,44
15,float64,3.0517578125e-05,4.870989206028295,7.432653095332253e-05,1.52592547379401e-05,False,0,8,44
16,float64,1.52587890625e-05,4.871026369293771,3.716326547666127e-05,7.629510948318963e-06,False,0,8,44
17,float64,7.62939453125e-06,4.8710449509265095,1.8581632738198794e-05,3.814726369662879e-06,False,0,8,44
18,float64,3.814697265625e-06,4.871054241742879,9.290816369231236e-06,1.9073559088817273e-06,False,0,8,44
19,float64,1.9073486328125e-06,4.871058887151063,4.6454081844560235e-06,9.536761353498824e-07,False,0,8,44
20,float64,9.5367431640625e-07,4.871061209855156,2.3227040922557673e-06,4.768376129262894e-07,False,0,8,44
21,float64,4.76837158203125e-07,4.871062371207202,1.1613520462666616e-06,2.3841869286731325e-07,False,0,8,44
22,float64,2.384185791015625e-07,4.871062951883225,5.80676022987614e-07,1.1920931792075798e-07,False,0,8,44
23,float64,1.1920928955078125e-07,4.871063242221236,2.903380117158516e-07,5.96046518549491e-08,False,0,8,44
24,float64,5.960464477539063e-08,4.871063387390242,1.451690058579258e-07,2.980232415111739e-08,False,0,8,44
25,float64,2.9802322387695312e-08,4.871063459974746,7.258450276936834e-08,1.490116181380713e-08,False,0,8,44
26,float64,1.4901161193847656e-08,4.871063496266997,3.6292251356928595e-08,7.450580613543574e-09,False,0,8,44
27,float64,7.450580596923828e-09,4.871063514413121,1.8146125810303282e-08,3.725290096678531e-09,False,0,8,44
28,float64,3.725290298461914e-09,4.871063523486185,9.073062717801506e-09,1.862645406075732e-09,False,0,8,44
29,float64,1.862645149230957e-09,4.871063528022717,4.536531469923055e-09,9.313225189654625e-10,False,0,8,44
30,float64,9.313225746154785e-10,4.871063530290982,2.268265700267058e-09,4.656612590490504e-10,False,0,8,44
31,float64,4.656612873077393e-10,4.871063531425115,1.1341329403391498e-09,2.3283062941610502e-10,False,0,8,44
32,float64,2.3283064365386963e-10,4.871063531992181,5.670663522083785e-10,1.1641531468094746e-10,False,0,8,44
33,float64,1.1641532182693481e-10,4.8710635322757145,2.8353315528750755e-10,5.8207657333697464e-11,False,0,8,44
34,float64,5.820766091346741e-11,4.871063532417481,1.417665984604355e-10,2.9103828665154666e-11,False,0,8,44
35,float64,2.9103830456733704e-11,4.871063532488365,7.088329923021774e-11,1.4552005500993413e-11,False,0,8,44
36,float64,1.4551915228366852e-11,4.871063532523806,3.54418716597138e-11,7.2758204127116365e-12,False,0,8,44
37,float64,7.275957614183426e-12,4.871063532541527,1.7720908074281283e-11,3.638001375168944e-12,False,0,8,44
38,float64,3.637978807091713e-12,4.871063532550387,8.860315259262563e-12,1.819000687577854e-12,False,0,8,44
39,float64,1.8189894035458565e-12,4.8710635325548175,4.430109057373954e-12,9.095003437872727e-13,False,0,8,44
40,float64,9.094947017729282e-13,4.871063532557033,2.21513085651992e-12,4.547501718932228e-13,False,0,8,44
41,float64,4.547473508864641e-13,4.87106353255814,1.1076278783050952e-12,2.27375085946508e-13,False,0,8,44
42,float64,2.2737367544323206e-13,4.871063532558694,5.536404668049499e-13,1.1377871181282176e-13,False,0,8,44
43,float64,1.1368683772161603e-13,4.871063532558971,2.7687574455370623e-13,5.6707018227217215e-14,False,0,8,44
44,float64,5.684341886080802e-14,4.871063532559109,1.3850032232198828e-13,2.844467795320059e-14,False,0,8,44
45,float64,2.842170943040401e-14,4.8710635325591785,6.922240558537851e-14,1.422233897659989e-14,False,0,8,44
46,float64,1.4210854715202004e-14,4.871063532559214,3.469446951953614e-14,7.29350716748702e-15,False,0,8,44
47,float64,7.105427357601002e-15,4.871063532559231,1.712519015484304e-14,3.464415904556309e-15,False,0,8,44
48,float64,3.552713678800501e-15,4.871063532559239,8.756884106730922e-15,1.6410391126845618e-15,False,0,8,44
49,float64,1.7763568394002505e-15,4.871063532559244,4.454769886308441e-15,1.0940260751230393e-15,False,0,8,44
50,float64,8.881784197001252e-16,4.871063532559246,2.095545958979983e-15,3.6467535837434605e-16,False,0,8,44
51,float64,4.440892098500626e-16,4.871063532559247,1.0130785099704553e-15,1.8233767918717295e-16,False,0,8,44
52,float64,2.220446049250313e-16,4.871063532559248,7.355227538141662e-16,1.8233767918717293e-16,False,0,8,44
53,float64,1.1102230246251565e-16,4.871063532559248,0.0,0.0,True,1,8,44
54,float64,5.551115123125783e-17,4.871063532559248,0.0,0.0,True,2,8,44
55,float64,2.7755575615628914e-17,4.871063532559248,0.0,0.0,True,3,8,44
56,float64,1.3877787807814457e-17,4.871063532559248,0.0,0.0,True,4,8,44
57,float64,6.938893903907228e-18,4.871063532559248,0.0,0.0,True,5,8,44
58,float64,3.469446951953614e-18,4.871063532559248,0.0,0.0,True,6,8,44
59,float64,1.734723475976807e-18,4.871063532559248,0.0,0.0,True,7,8,44
0,float32,1.0,2.4355317279696465,2.4355317279696465,2.4355317279696463e+300,False,0,8,44
1,float32,0.5,3.653297647833824,1.2177659198641777,0.5000000229433901,False,0,8,44
2,float32,0.25,4.262180648744106,0.6088830009102821,0.16666668298196602,False,0,8,44
3,float32,0.125,4.566622078418732,0.3044414296746254,0.07142856081530286,False,0,8,44
4,float32,0.0625,4.7188427820801735,0.1522207036614418,0.03333332626337031,False,0,8,44
5,float32,0.03125,4.794953145086765,0.0761103630065918,0.016129031315817777,False,0,8,44
6,float32,0.015625,4.833008326590061,0.0380551815032959,0.007936507480222163,False,0,8,44
7,float32,0.0078125,4.852036036550999,0.0190277099609375,0.003937032315101046,False,0,8,44
8,float32,0.00390625,4.861549876630306,0.009513840079307556,0.001960793367493275,False,0,8,44
9,float32,0.001953125,4.866306722164154,0.004756845533847809,0.0009784627648713807,False,0,8,44
10,float32,0.0009765625,4.868685118854046,0.002378396689891815,0.0004887477969810521,False,0,8,44
11,float32,0.00048828125,4.869874358177185,0.0011892393231391907,0.00024426293631803095,False,0,8,44
12,float32,0.000244140625,4.870469011366367,0.0005946531891822815,0.00012210852795078327,False,0,8,44
13,float32,0.0001220703125,4.870766244828701,0.0002972334623336792,6.10276878140516e-05,False,0,8,44
14,float32,6.103515625e-05,4.87091489136219,0.0001486465334892273,3.051810044200859e-05,False,0,8,44
15,float32,3.0517578125e-05,4.8709892481565475,7.43567943572998e-05,1.526546778494529e-05,False,0,8,44
16,float32,1.52587890625e-05,4.871026411652565,3.7163496017456055e-05,7.6295582117166e-06,False,0,8,44
17,float32,7.62939453125e-06,4.871045038104057,1.862645149230957e-05,3.823927426825485e-06,False,0,8,44
18,float32,3.814697265625e-06,4.871054232120514,9.194016456604004e-06,1.8874833602816706e-06,False,0,8,44
19,float32,1.9073486328125e-06,4.871058933436871,4.7013163566589355e-06,9.651537701341324e-07,False,0,8,44
20,float32,9.5367431640625e-07,4.871061325073242,2.391636371612549e-06,4.909890034783634e-07,False,0,8,44
21,float32,4.76837158203125e-07,4.871062450110912,1.125037670135498e-06,2.3096356113286702e-07,False,0,8,44
22,float32,2.384185791015625e-07,4.871062994003296,5.438923835754395e-07,1.1165785475878168e-07,False,0,8,44
23,float32,1.1920928955078125e-07,4.8710633888840675,3.948807716369629e-07,8.106665262245542e-08,False,0,8,44
24,float32,5.960464477539063e-08,4.8710633888840675,0.0,0.0,True,1,8,44
25,float32,2.9802322387695312e-08,4.8710633888840675,0.0,0.0,True,2,8,44
26,float32,1.4901161193847656e-08,4.8710633888840675,0.0,0.0,True,3,8,44
27,float32,7.450580596923828e-09,4.8710633888840675,0.0,0.0,True,4,8,44
28,float32,3.725290298461914e-09,4.8710633888840675,0.0,0.0,True,5,8,44
29,float32,1.862645149230957e-09,4.8710633888840675,0.0,0.0,True,6,8,44
30,float32,9.313225746154785e-10,4.8710633888840675,0.0,0.0,True,7,8,44
31,float32,4.656612873077393e-10,4.8710633888840675,0.0,0.0,True,8,8,44
32,float32,2.3283064365386963e-10,4.8710633888840675,0.0,0.0,True,9,8,44
33,float32,1.1641532182693481e-10,4.8710633888840675,0.0,0.0,True,10,8,44
34,float32,5.820766091346741e-11,4.8710633888840675,0.0,0.0,True,11,8,44
35,float32,2.9103830456733704e-11,4.8710633888840675,0.0,0.0,True,12,8,44
36,float32,1.4551915228366852e-11,4.8710633888840675,0.0,0.0,True,13,8,44
37,float32,7.275957614183426e-12,4.8710633888840675,0.0,0.0,True,14,8,44
38,float32,3.637978807091713e-12,4.8710633888840675,0.0,0.0,True,15,8,44
39,float32,1.8189894035458565e-12,4.8710633888840675,0.0,0.0,True,16,8,44
40,float32,9.094947017729282e-13,4.8710633888840675,0.0,0.0,True,17,8,44
41,float32,4.547473508864641e-13,4.8710633888840675,0.0,0.0,True,18,8,44
42,float32,2.2737367544323206e-13,4.8710633888840675,0.0,0.0,True,19,8,44
43,float32,1.1368683772161603e-13,4.8710633888840675,0.0,0.0,True,20,8,44
44,float32,5.684341886080802e-14,4.8710633888840675,0.0,0.0,True,21,8,44
45,float32,2.842170943040401e-14,4.8710633888840675,0.0,0.0,True,22,8,44
46,float32,1.4210854715202004e-14,4.8710633888840675,0.0,0.0,True,23,8,44
47,float32,7.105427357601002e-15,4.8710633888840675,0.0,0.0,True,24,8,44
48,float32,3.552713678800501e-15,4.8710633888840675,0.0,0.0,True,25,8,44
49,float32,1.7763568394002505e-15,4.8710633888840675,0.0,0.0,True,26,8,44
50,float32,8.881784197001252e-16,4.8710633888840675,0.0,0.0,True,27,8,44
51,float32,4.440892098500626e-16,4.8710633888840675,0.0,0.0,True,28,8,44
52,float32,2.220446049250313e-16,4.8710633888840675,0.0,0.0,True,29,8,44
53,float32,1.1102230246251565e-16,4.8710633888840675,0.0,0.0,True,30,8,44
54,float32,5.551115123125783e-17,4.8710633888840675,0.0,0.0,True,31,8,44
55,float32,2.7755575615628914e-17,4.8710633888840675,0.0,0.0,True,32,8,44
56,float32,1.3877787807814457e-17,4.8710633888840675,0.0,0.0,True,33,8,44
57,float32,6.938893903907228e-18,4.8710633888840675,0.0,0.0,True,34,8,44
58,float32,3.469446951953614e-18,4.8710633888840675,0.0,0.0,True,35,8,44
59,float32,1.734723475976807e-18,4.8710633888840675,0.0,0.0,True,36,8,44
0,float16,1.0,2.435699462890625,2.435699462890625,2.4356994628906248e+300,False,0,8,44
1,float16,0.5,3.653564453125,1.217864990234375,0.5000062646436044,False,0,8,44
2,float16,0.25,4.2628173828125,0.6092529296875,0.16675576344804544,False,0,8,44
3,float16,0.125,4.5672607421875,0.304443359375,0.07141834426276453,False,0,8,44
4,float16,0.0625,4.7198486328125,0.152587890625,0.03340906053721769,False,0,8,44
5,float16,0.03125,4.795166015625,0.0753173828125,0.01595758437863701,False,0,8,44
6,float16,0.015625,4.83367919921875,0.03851318359375,0.008031668448653327,False,0,8,44
7,float16,0.0078125,4.853271484375,0.01959228515625,0.004053286192310121,False,0,8,44
8,float16,0.00390625,4.86248779296875,0.00921630859375,0.0018989888827405806,False,0,8,44
9,float16,0.001953125,4.866943359375,0.00445556640625,0.0009163141576813487,False,0,8,44
10,float16,0.0009765625,4.87017822265625,0.00323486328125,0.0006646601454727866,False,0,8,44
11,float16,0.00048828125,4.87017822265625,0.0,0.0,True,1,8,44
12,float16,0.000244140625,4.87017822265625,0.0,0.0,True,2,8,44
13,float16,0.0001220703125,4.87017822265625,0.0,0.0,True,3,8,44
14,float16,6.103515625e-05,4.87017822265625,0.0,0.0,True,4,8,44
15,float16,3.0517578125e-05,4.87017822265625,0.0,0.0,True,5,8,44
16,float16,1.52587890625e-05,4.87017822265625,0.0,0.0,True,6,8,44
17,float16,7.62939453125e-06,4.87017822265625,0.0,0.0,True,7,8,44
18,float16,3.814697265625e-06,4.87017822265625,0.0,0.0,True,8,8,44
19,float16,1.9073486328125e-06,4.87017822265625,0.0,0.0,True,9,8,44
20,float16,9.5367431640625e-07,4.87017822265625,0.0,0.0,True,10,8,44
21,float16,4.76837158203125e-07,4.87017822265625,0.0,0.0,True,11,8,44
22,float16,2.384185791015625e-07,4.87017822265625,0.0,0.0,True,12,8,44
23,float16,1.1920928955078125e-07,4.87017822265625,0.0,0.0,True,13,8,44
24,float16,5.960464477539063e-08,4.87017822265625,0.0,0.0,True,14,8,44
25,float16,2.9802322387695312e-08,4.87017822265625,0.0,0.0,True,15,8,44
26,float16,1.4901161193847656e-08,4.87017822265625,0.0,0.0,True,16,8,44
27,float16,7.450580596923828e-09,4.87017822265625,0.0,0.0,True,17,8,44
28,float16,3.725290298461914e-09,4.87017822265625,0.0,0.0,True,18,8,44
29,float16,1.862645149230957e-09,4.87017822265625,0.0,0.0,True,19,8,44
30,float16,9.313225746154785e-10,4.87017822265625,0.0,0.0,True,20,8,44
31,float16,4.656612873077393e-10,4.87017822265625,0.0,0.0,True,21,8,44
32,float16,2.3283064365386963e-10,4.87017822265625,0.0,0.0,True,22,8,44
33,float16,1.1641532182693481e-10,4.87017822265625,0.0,0.0,True,23,8,44
34,float16,5.820766091346741e-11,4.87017822265625,0.0,0.0,True,24,8,44
35,float16,2.9103830456733704e-11,4.87017822265625,0.0,0.0,True,25,8,44
36,float16,1.4551915228366852e-11,4.87017822265625,0.0,0.0,True,26,8,44
37,float16,7.275957614183426e-12,4.87017822265625,0.0,0.0,True,27,8,44
38,float16,3.637978807091713e-12,4.87017822265625,0.0,0.0,True,28,8,44
39,float16,1.8189894035458565e-12,4.87017822265625,0.0,0.0,True,29,8,44
40,float16,9.094947017729282e-13,4.87017822265625,0.0,0.0,True,30,8,44
41,float16,4.547473508864641e-13,4.87017822265625,0.0,0.0,True,31,8,44
42,float16,2.2737367544323206e-13,4.87017822265625,0.0,0.0,True,32,8,44
43,float16,1.1368683772161603e-13,4.87017822265625,0.0,0.0,True,33,8,44
44,float16,5.684341886080802e-14,4.87017822265625,0.0,0.0,True,34,8,44
45,float16,2.842170943040401e-14,4.87017822265625,0.0,0.0,True,35,8,44
46,float16,1.4210854715202004e-14,4.87017822265625,0.0,0.0,True,36,8,44
47,float16,7.105427357601002e-15,4.87017822265625,0.0,0.0,True,37,8,44
48,float16,3.552713678800501e-15,4.87017822265625,0.0,0.0,True,38,8,44
49,float16,1.7763568394002505e-15,4.87017822265625,0.0,0.0,True,39,8,44
50,float16,8.881784197001252e-16,4.87017822265625,0.0,0.0,True,40,8,44
51,float16,4.440892098500626e-16,4.87017822265625,0.0,0.0,True,41,8,44
52,float16,2.220446049250313e-16,4.87017822265625,0.0,0.0,True,42,8,44
53,float16,1.1102230246251565e-16,4.87017822265625,0.0,0.0,True,43,8,44
54,float16,5.551115123125783e-17,4.87017822265625,0.0,0.0,True,44,8,44
55,float16,2.7755575615628914e-17,4.87017822265625,0.0,0.0,True,45,8,44
56,float16,1.3877787807814457e-17,4.87017822265625,0.0,0.0,True,46,8,44
57,float16,6.938893903907228e-18,4.87017822265625,0.0,0.0,True,47,8,44
58,float16,3.469446951953614e-18,4.87017822265625,0.0,0.0,True,48,8,44
59,float16,1.734723475976807e-18,4.87017822265625,0.0,0.0,True,49,8,44
0,float64,1.0,2.502213360194941,2.502213360194941,2.5022133601949408e+300,False,0,8,45
1,float64,0.5,3.753320040292411,1.2511066800974704,0.5,False,0,8,45
2,float64,0.25,4.378873380341147,0.6255533400487353,0.1666666666666667,False,0,8,45
3,float64,0.125,4.691650050365514,0.31277667002436765,0.0714285714285713,False,0,8,45
4,float64,0.0625,4.8480383853776985,0.15638833501218394,0.03333333333333356,False,0,8,45
5,float64,0.03125,4.92623255288379,0.07819416750609198,0.01612903225806444,False,0,8,45
6,float64,0.015625,4.965329636636836,0.039097083753045686,0.00793650793650799,False,0,8,45
7,float64,0.0078125,4.984878178513359,0.01954854187652305,0.003937007874015685,False,0,8,45
8,float64,0.00390625,4.994652449451621,0.009774270938261359,0.0019607843137256368,False,0,8,45
9,float64,0.001953125,4.9995395849207505,0.004887135469130804,0.0009784735812130246,False,0,8,45
10,float64,0.0009765625,5.001983152655317,0.002443567734565305,0.0004887585532748967,False,0,8,45
11,float64,0.00048828125,5.003204936522599,0.001221783867282722,0.00024425989252557675,False,0,8,45
12,float64,0.000244140625,5.00381582845624,0.0006108919336413055,0.0001221001220999981,False,0,8,45
13,float64,0.0001220703125,5.004121274423062,0.00030544596682074987,6.104260774040693e-05,False,0,8,45
14,float64,6.103515625e-05,5.004273997406472,0.00015272298341031942,3.0519440883767635e-05,False,0,8,45
15,float64,3.0517578125e-05,5.004350358898177,7.636149170534012e-05,1.5259254737960913e-05,False,0,8,45
16,float64,1.52587890625e-05,5.0043885396440295,3.8180745852517406e-05,7.629510948418111e-06,False,0,8,45
17,float64,7.62939453125e-06,5.004407630016956,1.9090372926300336e-05,3.814726369801193e-06,False,0,8,45
18,float64,3.814697265625e-06,5.004417175203418,9.545186463177924e-06,1.9073559085047557e-06,False,0,8,45
19,float64,1.9073486328125e-06,5.004421947796651,4.772593231450184e-06,9.536761356075242e-07,False,0,8,45
20,float64,9.5367431640625e-07,5.004424334093266,2.3862966158361143e-06,4.768376128776313e-07,False,0,8,45
21,float64,4.76837158203125e-07,5.004425527241574,1.193148307987446e-06,2.3841869284055463e-07,False,0,8,45
22,float64,2.384185791015625e-07,5.004426123815728,5.965741539382119e-07,1.1920931790980823e-07,False,0,8,45
23,float64,1.1920928955078125e-07,5.004426422102805,2.982870768164503e-07,5.960465184947423e-08,False,0,8,45
24,float64,5.960464477539063e-08,5.004426571246343,1.4914353851924744e-07,2.980232414837996e-08,False,0,8,45
25,float64,2.9802322387695312e-08,5.004426645818112,7.457176914860142e-08,1.490116163010073e-08,False,0,8,45
26,float64,1.4901161193847656e-08,5.004426683103997,3.728588457430071e-08,7.450580704028059e-09,False,0,8,45
27,float64,7.450580596923828e-09,5.00442670174694,1.864294224551699e-08,3.725290501737008e-09,False,0,8,45
28,float64,3.725290298461914e-09,5.004426711068411,9.3214713448031e-09,1.8626450664510545e-09,False,0,8,45
29,float64,1.862645149230957e-09,5.004426715729147,4.660735630768187e-09,9.313226202300813e-10,False,0,8,45
30,float64,9.313225746154785e-10,5.004426718059515,2.3303678153840934e-09,4.656613096813598e-10,False,0,8,45
31,float64,4.656612873077393e-10,5.004426719224698,1.1651838660586833e-09,2.3283056599298242e-10,False,0,8,45
32,float64,2.3283064365386963e-10,5.00442671980729,5.825918913959782e-10,1.1641528296938618e-10,False,0,8,45
33,float64,1.1641532182693481e-10,5.004426720098586,2.91296098353655e-10,5.820764147791683e-11,False,0,8,45
34,float64,5.820766091346741e-11,5.0044267202442345,1.4564799366567627e-10,2.9103998215818714e-11,False,0,8,45
35,float64,2.9103830456733704e-11,5.004426720317058,7.282385805496006e-11,1.4551821628931478e-11,False,0,8,45
36,float64,1.4551915228366852e-11,5.00442672035347,3.6412012294206875e-11,7.2759108143598606e-12,False,0,8,45
37,float64,7.275957614183426e-12,5.004426720371676,1.8206103291618092e-11,3.637955407153461e-12,False,0,8,45
38,float64,3.637978807091713e-12,5.0044267203807795,9.102968379082199e-12,1.8191551821244668e-12,False,0,8,45
39,float64,1.8189894035458565e-12,5.0044267203853305,4.55160908963137e-12,9.094001125062255e-13,False,0,8,45
40,float64,9.094947017729282e-13,5.004426720387606,2.2756796447254146e-12,4.547000562526992e-13,False,0,8,45
41,float64,4.547473508864641e-13,5.004426720388745,1.1378953335139386e-12,2.2752750668059927e-13,False,0,8,45
42,float64,2.2737367544323206e-13,5.004426720389313,5.689060333935458e-13,1.1358627478592075e-13,False,0,8,45
43,float64,1.1368683772161603e-13,5.004426720389597,2.845501612114276e-13,5.6793137392953926e-14,False,0,8,45
44,float64,5.684341886080802e-14,5.0044267203897395,1.4205303600078878e-13,2.839656869647535e-14,False,0,8,45
45,float64,2.842170943040401e-14,5.0044267203898105,7.102651800039439e-14,1.4198284348237271e-14,False,0,8,45
46,float64,1.4210854715202004e-14,5.004426720389846,3.572142581731441e-14,7.099142174118535e-15,False,0,8,45
47,float64,7.105427357601002e-15,5.004426720389864,1.7735812818386876e-14,3.549571087059242e-15,False,0,8,45
48,float64,3.552713678800501e-15,5.004426720389873,8.965050923848139e-15,1.774785543529615e-15,False,0,8,45
49,float64,1.7763568394002505e-15,5.004426720389878,4.551914400963142e-15,1.064871326117767e-15,False,0,8,45
50,float64,8.881784197001252e-16,5.00442672038988,2.1094237467877974e-15,3.54957108705922e-16,False,0,8,45
51,float64,4.440892098500626e-16,5.004426720389881,1.0269562977782698e-15,1.7747855435296092e-16,False,0,8,45
52,float64,2.220446049250313e-16,5.004426720389882,7.771561172376096e-16,1.774785543529609e-16,False,0,8,45
53,float64,1.1102230246251565e-16,5.004426720389882,0.0,0.0,True,1,8,45
54,float64,5.551115123125783e-17,5.004426720389882,0.0,0.0,True,2,8,45
55,float64,2.7755575615628914e-17,5.004426720389882,0.0,0.0,True,3,8,45
56,float64,1.3877787807814457e-17,5.004426720389882,0.0,0.0,True,4,8,45
57,float64,6.938893903907228e-18,5.004426720389882,0.0,0.0,True,5,8,45
58,float64,3.469446951953614e-18,5.004426720389882,0.0,0.0,True,6,8,45
59,float64,1.734723475976807e-18,5.004426720389882,0.0,0.0,True,7,8,45
0,float32,1.0,2.5022134110331535,2.5022134110331535,2.5022134110331534e+300,False,0,8,45
1,float32,0.5,3.75332011282444,1.2511067017912865,0.499999998511202,False,0,8,45
2,float32,0.25,4.378873437643051,0.6255533248186111,0.16666665938809871,False,0,8,45
3,float32,0.125,4.691650077700615,0.3127766400575638,0.07142856365036146,False,0,8,45
4,float32,0.0625,4.848038420081139,0.15638834238052368,0.033333334709644384,False,0,8,45
5,float32,0.03125,4.9262325912714005,0.07819417119026184,0.016129032902538993,False,0,8,45
6,float32,0.015625,4.965329721570015,0.0390971302986145,0.007936517323174953,False,0,8,45
7,float32,0.0078125,4.984878271818161,0.019548550248146057,0.003937009492687807,False,0,8,45
