m,dim,trials,feature_map,precision,linear_mean,linear_std,softmax_mean,softmax_std,state_norm_mean,runtime_s,experiment
2,256,10,elu+1,float64,1.0,0.0,1.0,0.0,32.023155289960606,0.0184599000203888,big_d
4,256,10,elu+1,float64,0.85,0.1748014746950252,1.0,0.0,44.04280440434462,0.033236899995245,big_d
8,256,10,elu+1,float64,0.275,0.1936491673103708,1.0,0.0,63.505247984976165,0.0384079999930691,big_d
16,256,10,elu+1,float64,0.11875,0.0996957176167116,1.0,0.0,91.10396757543351,0.0894053000083658,big_d
32,256,10,elu+1,float64,0.04375,0.0218501843368781,1.0,0.0,127.7892595790638,0.2113666000077501,big_d
64,256,10,elu+1,float64,0.01875,0.0065880784586841,1.0,0.0,179.3805255122593,0.558084999996936,big_d
128,256,10,elu+1,float64,0.0078125,0.0,1.0,0.0,253.9396334457076,1.8892685000028,big_d
4,128,25,elu+1,float64,0.86,0.1920286436967152,1.0,0.0,32.33391377771784,0.0461216999683529,big_d
